masv,ho,ten,gioitinh,ngaysinh,email,didong,cmnd,hocbong,makh
C0443,Lâm Văn Minh,Tuấn,True,1999-02-11 00:00:00,lvmtuan@gmail.com,0913653761          ,490775431528,1000000,CN
C0444,Đàm Nam,Tân,True,1999-03-12 00:00:00,dntan@gmail.com,0913229717          ,962113679279,0,CN
C0445,Đàm Ngọc,Thu,False,1999-09-18 00:00:00,dnthu@gmail.com,0987617437          ,105802047565,2000000,CN
C0446,Đàm Văn Minh,Sinh,True,1999-08-15 00:00:00,dvmsinh@gmail.com,0913068853          ,830302252818,2000000,CN
C0447,Đặng Thị,Nhung,False,1999-06-19 00:00:00,dtnhung@gmail.com,0987418689          ,722648164882,3000000,CN
C0448,Khương Thanh,Thu,False,1999-08-30 00:00:00,ktthu@gmail.com,0987783654          ,862071688474,0,CN
C0449,Bạch Mạnh,Bảo,True,1999-05-17 00:00:00,bmbao@gmail.com,0168987536          ,776221786150,2000000,CN
C0450,Trần Nam,Tuấn,True,1999-09-11 00:00:00,tntuan@gmail.com,0987677575          ,944517325865,2000000,CN
C0451,Văn Minh,Phương,True,1999-02-26 00:00:00,vmphuong@gmail.com,0987415478          ,616248776458,2000000,CN
C0452,Đàm Vĩnh,Vỹ,True,1999-08-09 00:00:00,dvvy@gmail.com,0987781530          ,101427412453,2000000,CN
C0453,Văn Thị Thanh,Mai,False,1999-07-21 00:00:00,vttmai@gmail.com,0168242635          ,489292238845,0,CN
C0454,Nguyễn Văn Minh,Kiệt,True,1999-09-13 00:00:00,nvmkiet@gmail.com,0987728382          ,279750274437,0,CN
C0455,Văn Thảo,Lan,False,1999-12-03 00:00:00,vtlan@gmail.com,0987725628          ,765140415362,0,CN
C0456,Nguyễn Thảo,Đào,False,1999-09-14 00:00:00,ntdao@gmail.com,0168614925          ,786844871882,3000000,CN
C0457,Bạch Thị Thanh,Hạnh,False,1999-05-10 00:00:00,btthanh@gmail.com,0168268210          ,645933502115,1000000,CN
C0458,Lâm Mạnh,Thăng,True,1999-11-13 00:00:00,lmthang@gmail.com,0987375785          ,874593389518,1000000,CN
C0459,Đinh Thị Thảo,Hương,False,1999-08-19 00:00:00,dtthuong@gmail.com,0913948612          ,051336097483,0,CN
C0460,Cao Vĩnh,Tuấn,True,1999-03-31 00:00:00,cvtuan@gmail.com,0913456061          ,078778843672,2000000,CN
C0461,Hoàng Thảo,Hạnh,False,1999-02-21 00:00:00,hthanh@gmail.com,0913989283          ,432221417662,3000000,CN
C0462,Lê Vĩnh,Tuấn,True,1999-12-12 00:00:00,lvtuan@gmail.com,0168420148          ,214661128832,2000000,CN
C0463,Đinh Thị,Ly,False,1999-05-14 00:00:00,dtly@gmail.com,0913505963          ,453525154664,1000000,CN
C0464,Lâm Văn Minh,Sang,True,1999-08-02 00:00:00,lvmsang@gmail.com,0987685851          ,130028757474,2000000,CN
C0465,Khương Nam,Bảo,True,1999-02-19 00:00:00,knbao@gmail.com,0168606265          ,555446147527,0,CN
C0466,Lâm Thảo,Hoa,False,1999-04-18 00:00:00,lthoa@gmail.com,0913611845          ,128675540066,3000000,CN
C0467,Nguyễn Thị Thanh,Trúc,False,1999-03-21 00:00:00,ntttruc@gmail.com,0987829163          ,287855585018,1000000,CN
C0468,Vương Thanh,Ngân,True,1999-05-23 00:00:00,vtngan@gmail.com,0168486655          ,930742647183,2000000,CN
C0469,Phạm Vĩnh,Hòa,True,1999-11-08 00:00:00,pvhoa@gmail.com,0168444562          ,982168595883,2000000,CN
C0470,Đàm Văn Minh,Thiệu,True,1999-07-19 00:00:00,dvmthieu@gmail.com,0987629645          ,144388705869,0,CN
C0471,Mã Thảo,Mai,False,1999-07-03 00:00:00,mtmai@gmail.com,0168192483          ,211413632627,1000000,CN
C0472,Khương Nam,Bảo,True,1999-08-13 00:00:00,knbao@gmail.com,0913566872          ,655233938084,3000000,CN
C0473,Đặng Thảo,Nhung,False,1999-03-18 00:00:00,dtnhung@gmail.com,0168516133          ,812432511898,2000000,CN
C0474,Đinh Thị,Nga,False,1999-02-14 00:00:00,dtnga@gmail.com,0913398132          ,136163923242,1000000,CN
C0475,Mã Văn,Hòa,True,1999-12-10 00:00:00,mvhoa@gmail.com,0913162645          ,508596478355,2000000,CN
C0476,Cao Thị Thảo,Trang,False,1999-01-04 00:00:00,ctttrang@gmail.com,0168459256          ,879282724835,3000000,CN
C0477,Trần Thanh,Thu,False,1999-11-15 00:00:00,ttthu@gmail.com,0913092974          ,775395146886,0,CN
C0478,Đinh Thị Thảo,Thúy,False,1999-01-04 00:00:00,dttthuy@gmail.com,0987720318          ,893535467534,2000000,CN
C0479,Cao Thảo,Nga,False,1999-01-10 00:00:00,ctnga@gmail.com,0913184297          ,903616133565,1000000,CN
C0480,Văn Văn,Lộc,True,1999-05-27 00:00:00,vvloc@gmail.com,0987869452          ,649235321195,3000000,CN
C0481,Bạch Minh,Thu,False,1999-02-24 00:00:00,bmthu@gmail.com,0987736019          ,725978360675,3000000,CN
C0482,Khương Văn Minh,Tuấn,True,1999-09-19 00:00:00,kvmtuan@gmail.com,0987636799          ,356558591786,0,CN
C0483,Lý Vĩnh,Thiệu,True,1999-06-21 00:00:00,lvthieu@gmail.com,0913453657          ,432742077115,0,CN
C0484,Trần Vĩnh,Trọng,True,1999-02-17 00:00:00,tvtrong@gmail.com,0987976142          ,703499812390,0,CN
C0485,Đặng Nam,Hòa,True,1999-11-05 00:00:00,dnhoa@gmail.com,0987487462          ,223817673650,2000000,CN
C0486,Mã Thị Thanh,Hương,False,1999-08-29 00:00:00,mtthuong@gmail.com,0987572666          ,876502838928,1000000,CN
C0487,Vương Văn Minh,Trọng,True,1999-02-28 00:00:00,vvmtrong@gmail.com,0168761868          ,357093547375,0,CN
C0488,Nguyễn Bạch,Thanh,False,1999-06-13 00:00:00,nbthanh@gmail.com,0913921331          ,769521524281,0,CN
C0489,Phạm Văn Minh,Thiện,True,1999-05-21 00:00:00,pvmthien@gmail.com,0168648235          ,757653856681,0,CN
C0490,Phạm Minh,Thu,False,1999-10-07 00:00:00,pmthu@gmail.com,0987774343          ,885266473168,1000000,CN
C0491,Đàm Phương,Ngọc,False,1999-12-11 00:00:00,dpngoc@gmail.com,0168945461          ,823576923388,0,CN
C0492,Bạch Văn,Trọng,True,1999-06-18 00:00:00,bvtrong@gmail.com,0913251389          ,625173073725,0,CN
C0493,Đinh Phú,Mỹ,False,1999-02-06 00:00:00,dpmy@gmail.com,0987696469          ,574067785564,3000000,CN
C0494,Cao Nam,Hòa,True,1999-07-11 00:00:00,cnhoa@gmail.com,0913210583          ,747241670565,1000000,CN
C0495,Khương Văn,Thăng,True,1999-04-26 00:00:00,kvthang@gmail.com,0168372401          ,838207305432,0,CN
C0496,Đàm Thanh,Mỹ,False,1999-11-07 00:00:00,dtmy@gmail.com,0987158102          ,045330756410,0,CN
C0497,Đàm Bạch,Thanh,False,1999-09-26 00:00:00,dbthanh@gmail.com,0913476530          ,920017220788,1000000,CN
C0498,Lê Thảo,Thúy,False,1999-09-09 00:00:00,ltthuy@gmail.com,0987282354          ,722901735535,1000000,CN
C0499,Trần Thảo,Thúy,False,1999-01-16 00:00:00,ttthuy@gmail.com,0168146516          ,180691503172,0,CN
C0500,Cao Văn,Bảo,True,1999-11-14 00:00:00,cvbao@gmail.com,0987580257          ,101478507741,1000000,CN
T0501,Đàm Thị Thanh,Loan,False,1999-08-31 00:00:00,dttloan@gmail.com,0168817583          ,143697515719,2000000,TO
T0502,Bạch Thảo,Mai,False,1999-01-23 00:00:00,btmai@gmail.com,0168257067          ,955743181258,2000000,TO
T0503,Đinh Nam,Mẫn,True,1999-03-05 00:00:00,dnman@gmail.com,0987997679          ,967675754520,1000000,TO
T0504,Đặng Thị Thanh,Lan,False,1999-02-22 00:00:00,dttlan@gmail.com,0168555118          ,802626736308,3000000,TO
T0505,Lý Thảo,Ly,False,1999-02-08 00:00:00,ltly@gmail.com,0913084722          ,451631615880,1000000,TO
T0506,Cao Minh,Thanh,True,1999-07-07 00:00:00,cmthanh@gmail.com,0168770732          ,025320185228,2000000,TO
T0507,Cao Minh,Thu,False,1999-05-04 00:00:00,cmthu@gmail.com,0913423285          ,557428195122,0,TO
T0508,Trần Thị Thảo,Nhung,False,1999-11-10 00:00:00,tttnhung@gmail.com,0987228466          ,988514148472,1000000,TO
T0509,Văn Phú,Minh,True,1999-02-26 00:00:00,vpminh@gmail.com,0987582078          ,498321478166,0,TO
T0510,Khương Vĩnh,Dũng,True,1999-04-17 00:00:00,kvdung@gmail.com,0913681898          ,773526102315,0,TO
T0511,Đàm Nam,Mẫn,True,1999-03-13 00:00:00,dnman@gmail.com,0913914034          ,521614099934,2000000,TO
T0512,Đàm Vĩnh,Huy,True,1999-03-18 00:00:00,dvhuy@gmail.com,0987023222          ,140514432657,0,TO
T0513,Thái Văn Minh,Kiệt,True,1999-04-19 00:00:00,tvmkiet@gmail.com,0913922643          ,753805518894,3000000,TO
T0514,Lâm Vĩnh,Hiệu,True,1999-04-07 00:00:00,lvhieu@gmail.com,0987225364          ,851011183269,1000000,TO
T0515,Cao Ngọc,Thu,True,1999-09-20 00:00:00,cnthu@gmail.com,0987545814          ,302885885188,1000000,TO
T0516,Hoàng Nam,Thiện,True,1999-10-12 00:00:00,hnthien@gmail.com,0168302457          ,382762643822,3000000,TO
T0517,Thái Bạch,Phương,True,1999-10-13 00:00:00,tbphuong@gmail.com,0913417512          ,163518642432,1000000,TO
T0518,Trần Thị,Trúc,False,1999-06-15 00:00:00,tttruc@gmail.com,0168547593          ,231749644258,2000000,TO
T0519,Cao Thị Thanh,Nhung,False,1999-05-17 00:00:00,cttnhung@gmail.com,0987576384          ,754181291531,1000000,TO
T0520,Bạch Văn Minh,Lộc,True,1999-09-19 00:00:00,bvmloc@gmail.com,0913772353          ,546843385180,0,TO
T0521,Nguyễn Vĩnh,Vỹ,True,1999-01-25 00:00:00,nvvy@gmail.com,0987266237          ,825476235244,2000000,TO
T0522,Văn Thảo,Dung,False,1999-03-14 00:00:00,vtdung@gmail.com,0987078231          ,157863724305,3000000,TO
T0523,Đặng Văn,Vỹ,True,1999-10-05 00:00:00,dvvy@gmail.com,0987288243          ,630968406154,1000000,TO
T0524,Lý Vĩnh,Mẫn,True,1999-11-28 00:00:00,lvman@gmail.com,0913586133          ,652177657746,3000000,TO
T0525,Nguyễn Thảo,Trang,False,1999-08-29 00:00:00,nttrang@gmail.com,0168618962          ,114125674779,3000000,TO
T0526,Thái Văn Minh,Sang,True,1999-08-05 00:00:00,tvmsang@gmail.com,0168962756          ,396982445065,0,TO
T0527,Hoàng Thị Thanh,Thúy,False,1999-12-22 00:00:00,httthuy@gmail.com,0168549942          ,632787564693,0,TO
T0528,Hoàng Thị Thanh,Lan,False,1999-08-30 00:00:00,httlan@gmail.com,0987414344          ,536327619578,2000000,TO
T0529,Khương Thị,Loan,False,1999-09-09 00:00:00,ktloan@gmail.com,0168146587          ,387723193634,3000000,TO
T0530,Đinh Văn Minh,Hòa,True,1999-02-15 00:00:00,dvmhoa@gmail.com,0168487701          ,148746477534,2000000,TO
T0531,Mã Vĩnh,Huy,True,1999-03-07 00:00:00,mvhuy@gmail.com,0987607736          ,051587944415,0,TO
T0532,Nguyễn Thị,Mai,False,1999-06-18 00:00:00,ntmai@gmail.com,0913681488          ,453205955565,3000000,TO
T0533,Lê Thanh,Ngọc,True,1999-09-06 00:00:00,ltngoc@gmail.com,0168285432          ,827331075008,0,TO
T0534,Đàm Phương,Phương,True,1999-07-26 00:00:00,dpphuong@gmail.com,0987479533          ,766536533635,2000000,TO
T0535,Lâm Mạnh,Phong,True,1999-05-12 00:00:00,lmphong@gmail.com,0987884664          ,232578499323,3000000,TO
T0536,Đinh Văn Minh,Vỹ,True,1999-03-19 00:00:00,dvmvy@gmail.com,0168267174          ,503146043319,0,TO
T0537,Văn Văn,Vỹ,True,1999-09-22 00:00:00,vvvy@gmail.com,0913735282          ,876167216537,2000000,TO
T0538,Hoàng Thị Thanh,Đào,False,1999-04-10 00:00:00,httdao@gmail.com,0913617178          ,551875363705,1000000,TO
T0539,Lâm Thị,Thúy,False,1999-07-22 00:00:00,ltthuy@gmail.com,0913357383          ,753934328121,2000000,TO
T0540,Bạch Thảo,Nga,False,1999-04-24 00:00:00,btnga@gmail.com,0913232679          ,818483988072,0,TO
T0541,Mã Thảo,Mai,False,1999-05-14 00:00:00,mtmai@gmail.com,0987573946          ,264471122563,1000000,TO
T0542,Mã Phú,Ngân,False,1999-07-29 00:00:00,mpngan@gmail.com,0913798897          ,888338434638,1000000,TO
T0543,Đàm Văn,Tân,True,1999-03-29 00:00:00,dvtan@gmail.com,0168267358          ,487251846878,3000000,TO
T0544,Đinh Văn,Sinh,True,1999-11-17 00:00:00,dvsinh@gmail.com,0987265108          ,166373486896,3000000,TO
T0545,Lâm Văn Minh,Huy,True,1999-03-30 00:00:00,lvmhuy@gmail.com,0987495674          ,738702886272,1000000,TO
T0546,Đinh Nam,Thiệu,True,1999-09-11 00:00:00,dnthieu@gmail.com,0913713166          ,447647454582,3000000,TO
T0547,Lâm Thanh,Mỹ,True,1999-11-18 00:00:00,ltmy@gmail.com,0987675667          ,154238707185,2000000,TO
T0548,Lý Thảo,Đào,False,1999-02-24 00:00:00,ltdao@gmail.com,0168087978          ,110724369697,0,TO
T0549,Thái Thị Thảo,Mai,False,1999-06-11 00:00:00,tttmai@gmail.com,0987377274          ,071827753561,2000000,TO
T0550,Văn Văn Minh,Thiệu,True,1999-06-12 00:00:00,vvmthieu@gmail.com,0987046545          ,345271543883,3000000,TO
T0551,Đinh Phương,Ngân,True,1999-06-02 00:00:00,dpngan@gmail.com,0913664848          ,612158470618,0,TO
T0552,Hoàng Nam,Phong,True,1999-07-18 00:00:00,hnphong@gmail.com,0168788880          ,841376811215,0,TO
T0553,Văn Thảo,Dung,False,1999-07-05 00:00:00,vtdung@gmail.com,0913726036          ,488824784348,1000000,TO
T0554,Khương Văn Minh,Lộc,True,1999-05-23 00:00:00,kvmloc@gmail.com,0913173424          ,537745381857,3000000,TO
T0555,Đinh Nam,Sinh,True,1999-12-08 00:00:00,dnsinh@gmail.com,0168726647          ,214448873288,0,TO
T0556,Lê Thị,Hoa,False,1999-06-08 00:00:00,lthoa@gmail.com,0168487668          ,602378357896,3000000,TO
T0557,Phạm Thị Thanh,Hoa,False,1999-07-18 00:00:00,ptthoa@gmail.com,0913171650          ,396663865661,1000000,TO
T0558,Đặng Bạch,Ngân,False,1999-02-16 00:00:00,dbngan@gmail.com,0168477235          ,899209597743,3000000,TO
T0559,Khương Nam,Vỹ,True,1999-04-04 00:00:00,knvy@gmail.com,0913436533          ,425379480519,1000000,TO
T0560,Lâm Minh,Thanh,False,1999-06-26 00:00:00,lmthanh@gmail.com,0987375257          ,352101436024,3000000,TO
T0561,Vương Vĩnh,Hòa,True,1999-11-30 00:00:00,vvhoa@gmail.com,0168222714          ,772753394786,3000000,TO
T0562,Văn Vĩnh,Vỹ,True,1999-09-28 00:00:00,vvvy@gmail.com,0168166450          ,756952993913,0,TO
T0563,Lê Thị,Nga,False,1999-08-26 00:00:00,ltnga@gmail.com,0168272278          ,421648722704,1000000,TO
T0564,Đặng Nam,Kiệt,True,1999-05-27 00:00:00,dnkiet@gmail.com,0168120061          ,516749872587,2000000,TO
T0565,Đinh Thị Thanh,Hoa,False,1999-08-16 00:00:00,dtthoa@gmail.com,0168249065          ,187701841483,1000000,TO
T0566,Trần Thị Thanh,Lan,False,1999-03-09 00:00:00,tttlan@gmail.com,0987594646          ,863291382727,3000000,TO
T0567,Bạch Minh,Phương,True,1999-01-02 00:00:00,bmphuong@gmail.com,0913557666          ,838144557426,0,TO
T0568,Vương Thị Thanh,Nga,False,1999-08-21 00:00:00,vttnga@gmail.com,0987406124          ,291886375788,3000000,TO
T0569,Mã Thanh,Phương,False,1999-10-17 00:00:00,mtphuong@gmail.com,0913008756          ,616518256051,0,TO
T0570,Cao Vĩnh,Thăng,True,1999-06-20 00:00:00,cvthang@gmail.com,0987225226          ,749556515520,0,TO
T0571,Bạch Thảo,Hoa,False,1999-05-27 00:00:00,bthoa@gmail.com,0168430535          ,888365452355,3000000,TO
T0572,Trần Thảo,Thúy,False,1999-11-03 00:00:00,ttthuy@gmail.com,0913252388          ,856791477155,0,TO
T0573,Lê Mạnh,Sang,True,1999-01-01 00:00:00,lmsang@gmail.com,0168676432          ,751715917526,1000000,TO
T0574,Cao Nam,Phong,True,1999-06-03 00:00:00,cnphong@gmail.com,0987701258          ,885848832878,3000000,TO
T0575,Lê Bạch,Ngân,False,1999-03-06 00:00:00,lbngan@gmail.com,0913459090          ,386893091214,0,TO
T0576,Mã Văn,Sinh,True,1999-10-30 00:00:00,mvsinh@gmail.com,0168192676          ,052018668818,1000000,TO
T0577,Thái Mạnh,Thiệu,True,1999-02-19 00:00:00,tmthieu@gmail.com,0168272208          ,131438158422,0,TO
T0578,Hoàng Mạnh,Hiệu,True,1999-09-16 00:00:00,hmhieu@gmail.com,0913198358          ,553176052978,3000000,TO
T0579,Đàm Thảo,Hoa,False,1999-03-18 00:00:00,dthoa@gmail.com,0168677981          ,272582647352,2000000,TO
T0580,Bạch Nam,Phong,True,1999-11-24 00:00:00,bnphong@gmail.com,0913654072          ,043893703782,0,TO
T0581,Khương Mạnh,Huy,True,1999-07-08 00:00:00,kmhuy@gmail.com,0168888487          ,194088541045,2000000,TO
T0582,Nguyễn Nam,Tuấn,True,1999-06-10 00:00:00,nntuan@gmail.com,0987962122          ,265803678475,0,TO
T0583,Văn Vĩnh,Sang,True,1999-11-07 00:00:00,vvsang@gmail.com,0987115782          ,425888757135,2000000,TO
T0584,Đàm Bạch,Ngân,True,1999-04-28 00:00:00,dbngan@gmail.com,0168535534          ,165541702107,0,TO
T0585,Nguyễn Thị Thanh,Nhung,False,1999-03-24 00:00:00,nttnhung@gmail.com,0168193305          ,771364411564,0,TO
T0586,Lê Thị Thảo,Thúy,False,1999-02-05 00:00:00,lttthuy@gmail.com,0168265845          ,035689678415,0,TO
T0587,Lê Minh,Ngân,False,1999-02-03 00:00:00,lmngan@gmail.com,0168474368          ,513678136419,3000000,TO
T0588,Đặng Thảo,Ly,False,1999-07-24 00:00:00,dtly@gmail.com,0168874529          ,742394868483,3000000,TO
T0589,Bạch Thị Thanh,Đào,False,1999-07-19 00:00:00,bttdao@gmail.com,0987564571          ,592076498502,2000000,TO
T0590,Cao Thị,Hoa,False,1999-06-08 00:00:00,cthoa@gmail.com,0913136413          ,462194551422,0,TO
T0591,Đàm Văn Minh,Dũng,True,1999-05-27 00:00:00,dvmdung@gmail.com,0168752819          ,993551931781,3000000,TO
T0592,Đặng Thảo,Nhung,False,1999-10-14 00:00:00,dtnhung@gmail.com,0913156960          ,083731476896,2000000,TO
T0593,Mã Phú,Thanh,True,1999-11-22 00:00:00,mpthanh@gmail.com,0168353686          ,455422427211,0,TO
T0594,Nguyễn Minh,Ngọc,False,1999-07-15 00:00:00,nmngoc@gmail.com,0168363851          ,027434159665,1000000,TO
T0595,Đinh Thảo,Hương,False,1999-09-27 00:00:00,dthuong@gmail.com,0987053486          ,129661081807,2000000,TO
T0596,Đinh Nam,Bảo,True,1999-05-15 00:00:00,dnbao@gmail.com,0913360168          ,818065752655,0,TO
T0597,Đàm Minh,Ngân,False,1999-02-03 00:00:00,dmngan@gmail.com,0168247311          ,049128886461,0,TO
T0598,Lý Thị Thảo,Loan,False,1999-05-29 00:00:00,lttloan@gmail.com,0913171613          ,421160733442,0,TO
T0599,Hoàng Vĩnh,Phong,True,1999-07-09 00:00:00,hvphong@gmail.com,0987234326          ,733327566627,0,TO
T0600,Đinh Vĩnh,Lộc,True,1999-11-22 00:00:00,dvloc@gmail.com,0168002778          ,413328779603,2000000,TO
V0601,Văn Phú,Thu,True,1999-07-03 00:00:00,vpthu@gmail.com,0168777791          ,058182344785,1000000,VL
V0602,Khương Thị Thanh,Thúy,False,1999-06-03 00:00:00,kttthuy@gmail.com,0168682471          ,690435500843,3000000,VL
V0603,Đinh Thảo,Nhung,False,1999-03-19 00:00:00,dtnhung@gmail.com,0987842567          ,538878751363,3000000,VL
V0604,Văn Thị,Loan,False,1999-08-18 00:00:00,vtloan@gmail.com,0168551652          ,378883241715,2000000,VL
V0605,Lê Minh,Tâm,True,1999-07-14 00:00:00,lmtam@gmail.com,0987838753          ,482850787650,3000000,VL
V0606,Mã Nam,Thiệu,True,1999-06-15 00:00:00,mnthieu@gmail.com,0913378668          ,354721534223,0,VL
V0607,Cao Phú,Phương,False,1999-11-26 00:00:00,cpphuong@gmail.com,0987519816          ,458884510375,2000000,VL
V0608,Khương Thị,Hương,False,1999-12-05 00:00:00,kthuong@gmail.com,0987225836          ,202286585010,3000000,VL
V0609,Bạch Phú,Thu,False,1999-06-07 00:00:00,bpthu@gmail.com,0168937401          ,741836643417,3000000,VL
V0610,Lê Vĩnh,Thăng,True,1999-07-21 00:00:00,lvthang@gmail.com,0168377187          ,637751175568,1000000,VL
V0611,Khương Văn Minh,Tuấn,True,1999-07-26 00:00:00,kvmtuan@gmail.com,0987477368          ,154307286045,2000000,VL
V0612,Thái Phương,Minh,True,1999-06-22 00:00:00,tpminh@gmail.com,0913574615          ,418879347250,3000000,VL
V0613,Mã Thị Thanh,Nhung,False,1999-07-29 00:00:00,mttnhung@gmail.com,0913178360          ,787870782636,0,VL
V0614,Hoàng Nam,Mẫn,True,1999-05-14 00:00:00,hnman@gmail.com,0987181087          ,103864860347,3000000,VL
V0615,Mã Thanh,Minh,True,1999-07-03 00:00:00,mtminh@gmail.com,0913778835          ,953519172866,1000000,VL
V0616,Đàm Thị Thảo,Đào,False,1999-08-09 00:00:00,dttdao@gmail.com,0168371006          ,928040346137,0,VL
V0617,Lý Vĩnh,Trọng,True,1999-10-29 00:00:00,lvtrong@gmail.com,0987558845          ,338817568834,2000000,VL
V0618,Vương Mạnh,Huy,True,1999-11-13 00:00:00,vmhuy@gmail.com,0987366723          ,139770678869,0,VL
V0619,Phạm Minh,Minh,True,1999-05-20 00:00:00,pmminh@gmail.com,0168664518          ,741542871503,1000000,VL
V0620,Lê Mạnh,Bảo,True,1999-02-24 00:00:00,lmbao@gmail.com,0987962869          ,075196777933,1000000,VL
V0621,Vương Thị Thanh,Thúy,False,1999-08-12 00:00:00,vttthuy@gmail.com,0987668123          ,752985556125,1000000,VL
V0622,Vương Vĩnh,Thiện,True,1999-09-04 00:00:00,vvthien@gmail.com,0987015083          ,948666895382,2000000,VL
V0623,Đàm Minh,Ngọc,False,1999-07-28 00:00:00,dmngoc@gmail.com,0168635234          ,327920840705,0,VL
V0624,Bạch Phú,Phương,True,1999-07-14 00:00:00,bpphuong@gmail.com,0987594847          ,019943867210,2000000,VL
V0625,Phạm Văn Minh,Bảo,True,1999-04-28 00:00:00,pvmbao@gmail.com,0168901116          ,537147614657,2000000,VL
V0626,Lý Nam,Lộc,True,1999-06-08 00:00:00,lnloc@gmail.com,0913906165          ,302014755952,3000000,VL
V0627,Thái Thảo,Mai,False,1999-08-15 00:00:00,ttmai@gmail.com,0987602755          ,483195833555,3000000,VL
V0628,Khương Vĩnh,Dũng,True,1999-06-27 00:00:00,kvdung@gmail.com,0913567525          ,011242895119,0,VL
V0629,Lý Nam,Thăng,True,1999-05-30 00:00:00,lnthang@gmail.com,0168856288          ,180263208447,2000000,VL
V0630,Khương Minh,Mỹ,True,1999-01-17 00:00:00,kmmy@gmail.com,0987286777          ,387739954289,2000000,VL
V0631,Lâm Bạch,Thanh,True,1999-09-04 00:00:00,lbthanh@gmail.com,0913188116          ,152576669409,1000000,VL
V0632,Đinh Mạnh,Hòa,True,1999-10-12 00:00:00,dmhoa@gmail.com,0168636666          ,118743121674,3000000,VL
V0633,Lý Văn Minh,Tân,True,1999-02-23 00:00:00,lvmtan@gmail.com,0987393548          ,181573308348,3000000,VL
V0634,Đặng Ngọc,Ngân,True,1999-08-07 00:00:00,dnngan@gmail.com,0168326271          ,824588280726,3000000,VL
V0635,Văn Văn,Huy,True,1999-12-04 00:00:00,vvhuy@gmail.com,0168634644          ,492469053717,0,VL
V0636,Đặng Thảo,Nhung,False,1999-05-05 00:00:00,dtnhung@gmail.com,0913314204          ,759351972192,3000000,VL
V0637,Lê Văn Minh,Phong,True,1999-10-06 00:00:00,lvmphong@gmail.com,0913829688          ,107525728527,1000000,VL
V0638,Phạm Vĩnh,Dũng,True,1999-04-17 00:00:00,pvdung@gmail.com,0913123254          ,075377756679,1000000,VL
V0639,Văn Thị Thảo,Dung,False,1999-02-11 00:00:00,vttdung@gmail.com,0913178816          ,885453477796,3000000,VL
V0640,Hoàng Thảo,Hương,False,1999-07-09 00:00:00,hthuong@gmail.com,0913821381          ,164599833383,3000000,VL
V0641,Lê Thị Thanh,Hoa,False,1999-06-02 00:00:00,ltthoa@gmail.com,0913607583          ,768475825158,3000000,VL
V0642,Phạm Thị Thanh,Hương,False,1999-11-04 00:00:00,ptthuong@gmail.com,0168542318          ,514382369016,0,VL
V0643,Đinh Thị,Ly,False,1999-08-17 00:00:00,dtly@gmail.com,0168552949          ,443272852301,2000000,VL
V0644,Đinh Nam,Dũng,True,1999-07-06 00:00:00,dndung@gmail.com,0913501763          ,234175083722,1000000,VL
V0645,Mã Bạch,Thu,True,1999-05-21 00:00:00,mbthu@gmail.com,0913736511          ,629917218830,1000000,VL
V0646,Thái Nam,Sinh,True,1999-01-05 00:00:00,tnsinh@gmail.com,0913020768          ,988421775689,0,VL
V0647,Lâm Phú,Mỹ,True,1999-07-08 00:00:00,lpmy@gmail.com,0987163627          ,712428785839,2000000,VL
V0648,Văn Thảo,Loan,False,1999-06-25 00:00:00,vtloan@gmail.com,0987448851          ,762434564267,0,VL
V0649,Hoàng Thanh,Phương,False,1999-06-02 00:00:00,htphuong@gmail.com,0168513562          ,331898445441,2000000,VL
V0650,Phạm Mạnh,Lộc,True,1999-11-05 00:00:00,pmloc@gmail.com,0913031944          ,483384516785,0,VL
V0651,Thái Thảo,Dung,False,1999-02-13 00:00:00,ttdung@gmail.com,0168142036          ,659597488181,0,VL
V0652,Phạm Bạch,Mỹ,False,1999-01-13 00:00:00,pbmy@gmail.com,0168033051          ,653322679287,0,VL
V0653,Hoàng Mạnh,Vỹ,True,1999-09-14 00:00:00,hmvy@gmail.com,0168431326          ,292135616516,0,VL
V0654,Vương Minh,Thu,False,1999-03-14 00:00:00,vmthu@gmail.com,0913625835          ,878612392182,1000000,VL
V0655,Vương Thị Thanh,Dung,False,1999-08-04 00:00:00,vttdung@gmail.com,0913117751          ,145718058453,3000000,VL
V0656,Đàm Mạnh,Hòa,True,1999-04-22 00:00:00,dmhoa@gmail.com,0987585756          ,530955800864,2000000,VL
V0657,Thái Thị,Hương,False,1999-02-20 00:00:00,tthuong@gmail.com,0168414235          ,899218518281,3000000,VL
V0658,Cao Mạnh,Thiện,True,1999-07-03 00:00:00,cmthien@gmail.com,0913025477          ,688643695157,3000000,VL
V0659,Đặng Thị,Đào,False,1999-11-21 00:00:00,dtdao@gmail.com,0987947345          ,279812838600,1000000,VL
V0660,Đàm Thảo,Loan,False,1999-11-02 00:00:00,dtloan@gmail.com,0987452013          ,635851182689,1000000,VL
V0661,Mã Bạch,Phương,False,1999-08-11 00:00:00,mbphuong@gmail.com,0168329615          ,625524536682,3000000,VL
V0662,Khương Bạch,Thanh,True,1999-01-19 00:00:00,kbthanh@gmail.com,0168816590          ,321283127466,1000000,VL
V0663,Đàm Văn Minh,Trọng,True,1999-02-15 00:00:00,dvmtrong@gmail.com,0913442323          ,145562733047,3000000,VL
V0664,Vương Văn Minh,Mẫn,True,1999-07-16 00:00:00,vvmman@gmail.com,0913425237          ,140809727277,3000000,VL
